Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
114,XRP,XRP,"Mar 14, 2022",$0.76 ,$0.78 ,$0.75 ,$0.77 ,"$2,212,291,022 ","$37,219,191,685 "
115,XRP,XRP,"Mar 13, 2022",$0.79 ,$0.80 ,$0.76 ,$0.76 ,"$2,141,326,402 ","$36,579,969,143 "
116,XRP,XRP,"Mar 12, 2022",$0.80 ,$0.85 ,$0.78 ,$0.79 ,"$3,730,330,472 ","$37,792,455,205 "
117,XRP,XRP,"Mar 11, 2022",$0.74 ,$0.81 ,$0.73 ,$0.80 ,"$3,478,317,257 ","$38,540,442,556 "
118,XRP,XRP,"Mar 10, 2022",$0.77 ,$0.78 ,$0.73 ,$0.74 ,"$2,418,938,595 ","$35,357,243,522 "
119,XRP,XRP,"Mar 09, 2022",$0.72 ,$0.77 ,$0.72 ,$0.77 ,"$2,408,572,082 ","$36,784,575,060 "
120,XRP,XRP,"Mar 08, 2022",$0.72 ,$0.73 ,$0.72 ,$0.72 ,"$1,907,305,640 ","$34,566,738,897 "
121,XRP,XRP,"Mar 07, 2022",$0.73 ,$0.75 ,$0.71 ,$0.72 ,"$2,920,222,453 ","$34,677,454,030 "
122,XRP,XRP,"Mar 06, 2022",$0.75 ,$0.76 ,$0.73 ,$0.73 ,"$1,862,292,224 ","$34,810,891,622 "
123,XRP,XRP,"Mar 05, 2022",$0.71 ,$0.77 ,$0.71 ,$0.75 ,"$2,297,850,919 ","$36,196,925,893 "
124,XRP,XRP,"Mar 04, 2022",$0.75 ,$0.75 ,$0.71 ,$0.71 ,"$2,359,803,521 ","$34,172,122,881 "
125,XRP,XRP,"Mar 03, 2022",$0.77 ,$0.78 ,$0.74 ,$0.75 ,"$2,213,014,779 ","$36,066,709,499 "
126,XRP,XRP,"Mar 02, 2022",$0.78 ,$0.78 ,$0.76 ,$0.77 ,"$2,401,047,273 ","$36,848,808,011 "
127,XRP,XRP,"Mar 01, 2022",$0.78 ,$0.80 ,$0.76 ,$0.78 ,"$2,877,778,057 ","$37,633,560,932 "
128,XRP,XRP,"Feb 28, 2022",$0.72 ,$0.79 ,$0.71 ,$0.78 ,"$3,053,923,291 ","$37,498,438,055 "
129,XRP,XRP,"Feb 27, 2022",$0.75 ,$0.76 ,$0.71 ,$0.72 ,"$2,733,141,782 ","$34,619,021,226 "
130,XRP,XRP,"Feb 26, 2022",$0.77 ,$0.79 ,$0.74 ,$0.75 ,"$3,051,695,701 ","$36,008,637,870 "
131,XRP,XRP,"Feb 25, 2022",$0.70 ,$0.77 ,$0.69 ,$0.77 ,"$3,460,713,330 ","$36,868,338,077 "
132,XRP,XRP,"Feb 24, 2022",$0.70 ,$0.71 ,$0.63 ,$0.70 ,"$5,146,799,150 ","$33,385,746,487 "
133,XRP,XRP,"Feb 23, 2022",$0.72 ,$0.74 ,$0.70 ,$0.70 ,"$2,690,184,820 ","$33,504,378,574 "
134,XRP,XRP,"Feb 22, 2022",$0.70 ,$0.73 ,$0.68 ,$0.72 ,"$3,539,593,096 ","$34,659,333,456 "
135,XRP,XRP,"Feb 21, 2022",$0.78 ,$0.80 ,$0.70 ,$0.70 ,"$3,580,522,306 ","$33,730,672,760 "
136,XRP,XRP,"Feb 20, 2022",$0.82 ,$0.82 ,$0.77 ,$0.78 ,"$3,041,836,889 ","$37,318,724,163 "
137,XRP,XRP,"Feb 19, 2022",$0.79 ,$0.85 ,$0.77 ,$0.82 ,"$3,325,442,943 ","$39,439,647,397 "
