Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
136,Bitcoin,BTC,"Feb 20, 2022","$40,118.10 ","$40,119.89 ","$38,112.81 ","$38,431.38 ","$18,340,576,452 ","$728,812,385,562 "
137,Bitcoin,BTC,"Feb 19, 2022","$40,026.02 ","$40,418.88 ","$39,713.06 ","$40,122.15 ","$13,736,557,863 ","$760,839,429,984 "
138,Bitcoin,BTC,"Feb 18, 2022","$40,552.13 ","$40,929.15 ","$39,637.62 ","$40,030.98 ","$23,310,007,704 ","$759,074,084,514 "
139,Bitcoin,BTC,"Feb 17, 2022","$43,937.07 ","$44,132.97 ","$40,249.37 ","$40,538.01 ","$26,246,662,813 ","$768,654,436,207 "
140,Bitcoin,BTC,"Feb 16, 2022","$44,578.28 ","$44,578.28 ","$43,456.69 ","$43,961.86 ","$19,792,547,657 ","$833,531,932,920 "
141,Bitcoin,BTC,"Feb 15, 2022","$42,586.46 ","$44,667.22 ","$42,491.03 ","$44,575.20 ","$22,721,659,051 ","$845,117,683,687 "
142,Bitcoin,BTC,"Feb 14, 2022","$42,157.40 ","$42,775.78 ","$41,681.96 ","$42,586.92 ","$20,827,783,012 ","$807,375,855,006 "
143,Bitcoin,BTC,"Feb 13, 2022","$42,236.57 ","$42,693.05 ","$41,950.94 ","$42,197.52 ","$14,741,589,015 ","$799,950,408,997 "
144,Bitcoin,BTC,"Feb 12, 2022","$42,412.30 ","$42,992.55 ","$41,852.57 ","$42,244.47 ","$18,152,390,304 ","$800,797,790,301 "
145,Bitcoin,BTC,"Feb 11, 2022","$43,571.13 ","$43,810.83 ","$42,114.54 ","$42,407.94 ","$26,954,925,781 ","$803,848,273,503 "
146,Bitcoin,BTC,"Feb 10, 2022","$44,347.80 ","$45,661.17 ","$43,402.81 ","$43,565.11 ","$32,142,048,537 ","$825,745,116,530 "
147,Bitcoin,BTC,"Feb 09, 2022","$44,096.70 ","$44,727.80 ","$43,232.97 ","$44,338.80 ","$23,245,887,300 ","$840,369,284,541 "
148,Bitcoin,BTC,"Feb 08, 2022","$43,854.65 ","$45,293.87 ","$42,807.84 ","$44,118.45 ","$33,079,398,868 ","$836,154,543,908 "
149,Bitcoin,BTC,"Feb 07, 2022","$42,406.78 ","$44,401.86 ","$41,748.16 ","$43,840.29 ","$28,641,855,926 ","$830,838,884,165 "
150,Bitcoin,BTC,"Feb 06, 2022","$41,441.12 ","$42,500.79 ","$41,244.91 ","$42,412.43 ","$16,142,097,334 ","$803,744,511,638 "
