Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
121,Dogecoin,DOGE,"Mar 07, 2022",$0.12 ,$0.12 ,$0.12 ,$0.12 ,"$513,014,829 ","$15,536,372,136 "
122,Dogecoin,DOGE,"Mar 06, 2022",$0.13 ,$0.13 ,$0.12 ,$0.12 ,"$400,458,464 ","$16,022,053,796 "
123,Dogecoin,DOGE,"Mar 05, 2022",$0.12 ,$0.13 ,$0.12 ,$0.13 ,"$334,091,552 ","$16,583,255,866 "
124,Dogecoin,DOGE,"Mar 04, 2022",$0.13 ,$0.13 ,$0.12 ,$0.12 ,"$650,665,594 ","$16,264,250,993 "
125,Dogecoin,DOGE,"Mar 03, 2022",$0.13 ,$0.13 ,$0.13 ,$0.13 ,"$518,193,386 ","$17,195,482,632 "
126,Dogecoin,DOGE,"Mar 02, 2022",$0.13 ,$0.14 ,$0.13 ,$0.13 ,"$709,536,320 ","$17,643,869,528 "
127,Dogecoin,DOGE,"Mar 01, 2022",$0.13 ,$0.14 ,$0.13 ,$0.13 ,"$876,604,512 ","$17,769,657,472 "
128,Dogecoin,DOGE,"Feb 28, 2022",$0.12 ,$0.13 ,$0.12 ,$0.13 ,"$765,755,924 ","$17,665,969,469 "
129,Dogecoin,DOGE,"Feb 27, 2022",$0.13 ,$0.13 ,$0.12 ,$0.12 ,"$592,809,151 ","$16,333,292,543 "
130,Dogecoin,DOGE,"Feb 26, 2022",$0.13 ,$0.13 ,$0.13 ,$0.13 ,"$535,575,654 ","$16,934,990,912 "
131,Dogecoin,DOGE,"Feb 25, 2022",$0.12 ,$0.13 ,$0.12 ,$0.13 ,"$805,161,073 ","$16,925,550,870 "
132,Dogecoin,DOGE,"Feb 24, 2022",$0.13 ,$0.13 ,$0.11 ,$0.12 ,"$2,046,477,370 ","$16,426,325,929 "
133,Dogecoin,DOGE,"Feb 23, 2022",$0.13 ,$0.14 ,$0.13 ,$0.13 ,"$587,472,906 ","$16,961,450,437 "
134,Dogecoin,DOGE,"Feb 22, 2022",$0.13 ,$0.13 ,$0.13 ,$0.13 ,"$711,967,119 ","$17,453,195,149 "
135,Dogecoin,DOGE,"Feb 21, 2022",$0.14 ,$0.14 ,$0.13 ,$0.13 ,"$913,773,124 ","$17,046,906,167 "
136,Dogecoin,DOGE,"Feb 20, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$490,138,547 ","$18,158,368,479 "
137,Dogecoin,DOGE,"Feb 19, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$655,782,652 ","$18,733,858,191 "
138,Dogecoin,DOGE,"Feb 18, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$563,817,289 ","$18,410,465,958 "
139,Dogecoin,DOGE,"Feb 17, 2022",$0.15 ,$0.15 ,$0.14 ,$0.14 ,"$721,382,126 ","$18,381,811,283 "
140,Dogecoin,DOGE,"Feb 16, 2022",$0.15 ,$0.15 ,$0.15 ,$0.15 ,"$505,588,732 ","$19,780,608,769 "
141,Dogecoin,DOGE,"Feb 15, 2022",$0.15 ,$0.15 ,$0.15 ,$0.15 ,"$674,961,496 ","$20,134,237,626 "
142,Dogecoin,DOGE,"Feb 14, 2022",$0.15 ,$0.15 ,$0.14 ,$0.15 ,"$898,042,727 ","$19,370,268,897 "
143,Dogecoin,DOGE,"Feb 13, 2022",$0.14 ,$0.16 ,$0.14 ,$0.15 ,"$1,581,065,491 ","$19,761,029,254 "
144,Dogecoin,DOGE,"Feb 12, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$602,699,408 ","$19,158,278,829 "
145,Dogecoin,DOGE,"Feb 11, 2022",$0.15 ,$0.15 ,$0.14 ,$0.14 ,"$776,730,555 ","$19,216,979,542 "
146,Dogecoin,DOGE,"Feb 10, 2022",$0.16 ,$0.16 ,$0.15 ,$0.15 ,"$1,053,630,584 ","$20,151,243,811 "
147,Dogecoin,DOGE,"Feb 09, 2022",$0.16 ,$0.16 ,$0.16 ,$0.16 ,"$778,670,798 ","$21,110,912,244 "
148,Dogecoin,DOGE,"Feb 08, 2022",$0.17 ,$0.17 ,$0.15 ,$0.16 ,"$1,190,116,000 ","$21,015,761,198 "
149,Dogecoin,DOGE,"Feb 07, 2022",$0.15 ,$0.17 ,$0.15 ,$0.17 ,"$1,791,358,822 ","$21,967,396,206 "
150,Dogecoin,DOGE,"Feb 06, 2022",$0.15 ,$0.15 ,$0.15 ,$0.15 ,"$757,004,142 ","$20,400,845,319 "
151,Dogecoin,DOGE,"Feb 05, 2022",$0.15 ,$0.15 ,$0.15 ,$0.15 ,"$587,009,429 ","$19,521,265,248 "
152,Dogecoin,DOGE,"Feb 04, 2022",$0.14 ,$0.15 ,$0.14 ,$0.15 ,"$580,740,990 ","$19,569,340,520 "
153,Dogecoin,DOGE,"Feb 03, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$383,506,507 ","$18,247,613,017 "
154,Dogecoin,DOGE,"Feb 02, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$483,194,691 ","$18,207,055,087 "
155,Dogecoin,DOGE,"Feb 01, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$409,432,267 ","$18,922,976,039 "
156,Dogecoin,DOGE,"Jan 31, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$412,307,174 ","$18,813,396,718 "
157,Dogecoin,DOGE,"Jan 30, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$363,976,741 ","$18,503,745,857 "
158,Dogecoin,DOGE,"Jan 29, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$397,610,776 ","$18,979,306,846 "
159,Dogecoin,DOGE,"Jan 28, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$506,667,466 ","$18,793,645,245 "
160,Dogecoin,DOGE,"Jan 27, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$608,707,586 ","$18,739,393,113 "
161,Dogecoin,DOGE,"Jan 26, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$1,253,108,115 ","$19,076,582,110 "
162,Dogecoin,DOGE,"Jan 25, 2022",$0.14 ,$0.15 ,$0.13 ,$0.14 ,"$1,347,567,750 ","$18,978,385,083 "
163,Dogecoin,DOGE,"Jan 24, 2022",$0.14 ,$0.14 ,$0.13 ,$0.14 ,"$1,446,873,574 ","$18,281,756,841 "
164,Dogecoin,DOGE,"Jan 23, 2022",$0.13 ,$0.14 ,$0.13 ,$0.14 ,"$1,006,234,946 ","$18,821,109,378 "
165,Dogecoin,DOGE,"Jan 22, 2022",$0.14 ,$0.15 ,$0.12 ,$0.13 ,"$1,693,524,581 ","$17,630,908,217 "
166,Dogecoin,DOGE,"Jan 21, 2022",$0.16 ,$0.16 ,$0.14 ,$0.14 ,"$1,163,061,854 ","$18,924,184,094 "
167,Dogecoin,DOGE,"Jan 20, 2022",$0.16 ,$0.17 ,$0.16 ,$0.16 ,"$469,269,658 ","$20,591,006,965 "
168,Dogecoin,DOGE,"Jan 19, 2022",$0.17 ,$0.17 ,$0.16 ,$0.16 ,"$935,006,164 ","$21,539,828,360 "
169,Dogecoin,DOGE,"Jan 18, 2022",$0.17 ,$0.17 ,$0.16 ,$0.17 ,"$979,693,368 ","$21,955,041,360 "
170,Dogecoin,DOGE,"Jan 17, 2022",$0.18 ,$0.18 ,$0.17 ,$0.17 ,"$1,094,379,303 ","$22,705,991,526 "
171,Dogecoin,DOGE,"Jan 16, 2022",$0.19 ,$0.19 ,$0.18 ,$0.18 ,"$1,102,750,171 ","$23,506,016,726 "
172,Dogecoin,DOGE,"Jan 15, 2022",$0.18 ,$0.19 ,$0.18 ,$0.19 ,"$1,878,282,290 ","$24,557,692,458 "
173,Dogecoin,DOGE,"Jan 14, 2022",$0.17 ,$0.20 ,$0.17 ,$0.18 ,"$5,784,004,926 ","$24,351,532,220 "
174,Dogecoin,DOGE,"Jan 13, 2022",$0.16 ,$0.17 ,$0.16 ,$0.17 ,"$2,301,820,074 ","$22,825,039,685 "
175,Dogecoin,DOGE,"Jan 12, 2022",$0.15 ,$0.16 ,$0.15 ,$0.16 ,"$896,008,600 ","$21,446,441,060 "
176,Dogecoin,DOGE,"Jan 11, 2022",$0.14 ,$0.16 ,$0.14 ,$0.15 ,"$1,628,447,666 ","$20,351,628,612 "
177,Dogecoin,DOGE,"Jan 10, 2022",$0.15 ,$0.15 ,$0.14 ,$0.14 ,"$763,684,873 ","$19,019,598,833 "
178,Dogecoin,DOGE,"Jan 09, 2022",$0.15 ,$0.15 ,$0.15 ,$0.15 ,"$408,786,249 ","$20,041,892,126 "
179,Dogecoin,DOGE,"Jan 08, 2022",$0.16 ,$0.16 ,$0.15 ,$0.15 ,"$584,437,036 ","$20,159,802,407 "
180,Dogecoin,DOGE,"Jan 07, 2022",$0.16 ,$0.16 ,$0.15 ,$0.16 ,"$969,384,523 ","$20,567,044,267 "
181,Dogecoin,DOGE,"Jan 06, 2022",$0.16 ,$0.16 ,$0.16 ,$0.16 ,"$715,345,645 ","$21,255,601,396 "
